plz,city
3634,Thierachern
3638,Blumenstein
3645,Gwatt (Thun)
3646,Einigen
3647,Reutigen
3652,Hilterfingen
3653,Oberhofen Thun'see
3654,Gunten
3655,Sigriswil
3656,Tschingel
3657,Schwanden Sigrisw
3658,Merligen
3700,Spiez
3702,Hondrich
3703,Aeschi b. Spiez
3704,Krattigen
3705,Faulensee
3706,Leissigen
3707,Därligen
3711,Emdthal
3713,Reichenbach i. K.
3714,Frutigen
3715,Adelboden
3716,Kandergrund
3717,Blausee-Mitholz
3718,Kandersteg
3722,Scharnachtal
3723,Kiental
3724,Ried (Frutigen)
3725,Achseten
3752,Wimmis
3753,Oey
3754,Diemtigen
3755,Horboden
3756,Zwischenflüh
3757,Schwenden
3758,Latterbach
3762,Erlenbach i. S.
3763,Därstetten
3764,Weissenburg
3765,Oberwil i. S.
3766,Boltigen
3770,Zweisimmen
3771,Blankenburg
3772,St. Stephan
3773,Matten(St.Stephan)
3775,Lenk im Simmental
3776,Oeschseite
3777,Saanenmöser
3778,Schönried
3780,Gstaad
3781,Turbach
3782,Lauenen b. Gstaad
3783,Grund b. Gstaad
3784,Feutersoey
3785,Gsteig b. Gstaad
3792,Saanen
3800,Interlaken
3801,Jungfraujoch
3803,Beatenberg
3804,Habkern
3805,Goldswil
3806,Bönigen
3807,Iseltwald
3812,Wilderswil
3813,Saxeten
3814,Gsteigwiler
3815,Zweilütschinen
3816,Lütschental
3818,Grindelwald
3822,Lauterbrunnen
3823,Wengen
3824,Stechelberg
3825,Mürren
3826,Gimmelwald
3852,Ringgenberg BE
3853,Niederried Interl
3854,Oberried Brienz
3855,Brienz BE
3856,Brienzwiler
3857,Unterbach BE
3858,Hofstetten BE
3860,Meiringen
3862,Innertkirchen
3863,Gadmen
3864,Guttannen
3900,Brig
3949,Hohtenn
3903,Birgisch
3914,Blatten b. Naters
3913,Rosswald
3911,Ried-Brig
3912,Termen
3901,Rothwald
3907,Simplon Hospiz
3922,Eisten
3908,Saas-Balen
3910,Saas-Grund
3902,Glis
3917,Goppenstein
3916,Ferden
3918,Wiler (Lötschen)
3919,Blatten(Lötschen)
3904,Naters
3905,Saas-Almagell
3906,Saas-Fee
3920,Zermatt
3923,Törbel
3926,Embd
3927,Herbriggen
3928,Randa
3929,Täsch
3924,St. Niklaus VS
3925,Grächen
3930,Visp
3942,St. German
3933,Staldenried
3937,Baltschieder
3938,Ausserberg
3939,Eggerberg
3931,Lalden
3932,Visperterminen
3934,Zeneggen
3935,Bürchen
3943,Eischoll
3944,Unterbäch VS
3947,Ergisch
3948,Unterems
3946,Gruben
3951,Agarn
3955,Albinen
3956,Guttet-Feschel
3957,Erschmatt
3953,Varen
3976,Noës
3978,Flanthey
1978,Lens
1977,Icogne
3979,Grône
3945,Gampel
3952,Susten
3954,Leukerbad
3970,Salgesch
3977,Granges VS
1958,St-Léonard
3960,Sierre
3971,Chermignon
3972,Miège
3973,Venthône
3974,Mollens VS
3975,Randogne
3961,Vissoie
3967,Vercorin
3963,Montana
3965,Chippis
3966,Chalais
3968,Veyras
3982,Bitsch
3993,Grengiols
3994,Lax
3997,Bellwald
3989,Niederwald
3998,Gluringen
3985,Geschinen
3988,Obergesteln
3999,Oberwald
3986,Ried-Mörel
3987,Riederalp
3991,Betten
3992,Bettmeralp
3995,Ernen
3996,Binn
3983,Mörel
3984,Fiesch
4000,Basel
4001,Basel
4002,Basel 2 Annahme
4003,Basel
4004,Basel
4005,Basel
4007,Basel
4009,Basel
4010,Basel
4011,Basel
4012,Basel
4013,Basel
4015,Basel
4016,Basel
4017,Basel
4018,Basel
4019,Basel
4020,Basel
4023,Basel
4024,Basel
4025,Basel
4030,Basel
4031,Basel UniSpital
4032,Basel
4051,Basel
4052,Basel
4053,Basel
4054,Basel
4055,Basel
4056,Basel
4057,Basel
4058,Basel
4059,Basel
4091,Basel
4101,Bruderholz
4102,Binningen
4103,Bottmingen
4104,Oberwil BL
4105,Biel-Benken BL
4106,Therwil
4107,Ettingen
4108,Witterswil
4112,Bättwil-Flüh
4114,Hofstetten SO
4115,Mariastein
4116,Metzerlen
4117,Burg im Leimental
4118,Rodersdorf
4123,Allschwil
4124,Schönenbuch
4125,Riehen
4126,Bettingen
4127,Birsfelden
4132,Muttenz
4133,Pratteln
4142,Münchenstein
4143,Dornach
4144,Arlesheim
4145,Gempen
4146,Hochwald
4147,Aesch BL
4148,Pfeffingen
4153,Reinach BL
4202,Duggingen
4203,Grellingen
4206,Seewen SO
4207,Bretzwil
4208,Nunningen
4222,Zwingen
4225,Brislach
4226,Breitenbach
4227,Büsserach
4228,Erschwil
4242,Laufen
4243,Dittingen
4244,Röschenz
4245,Kleinlützel
4204,Himmelried
4223,Blauen
4224,Nenzlingen
4229,Beinwil SO
4232,Fehren
4233,Meltingen
4234,Zullwil
4246,Wahlen b. Laufen
4247,Grindel
4252,Bärschwil
4253,Liesberg
4254,Liesberg Dorf
4302,Augst BL
4303,Kaiseraugst
4304,Giebenach
4305,Olsberg
4310,Rheinfelden
4312,Magden
4313,Möhlin
4314,Zeiningen
4315,Zuzgen
4316,Hellikon
4317,Wegenstetten
4322,Mumpf
4323,Wallbach
4324,Obermumpf
4325,Schupfart
4332,Stein AG
4333,Münchwilen AG
4334,Sisseln AG
5080,Laufenburg
5082,Kaisten
5083,Ittenthal
5084,Rheinsulz
5085,Sulz AG
5275,Etzgen
5274,Mettau
5273,Oberhofen AG
5272,Gansingen
5276,Wil AG
5277,Hottwil
5326,Schwaderloch
5325,Leibstadt
5324,Full-Reuenthal
4402,Frenkendorf
4410,Liestal
4411,Seltisberg
4412,Nuglar
4413,Büren SO
4414,Füllinsdorf
4415,Lausen
4416,Bubendorf
4417,Ziefen
4418,Reigoldswil
4419,Lupsingen
4421,St. Pantaleon
4422,Arisdorf
4423,Hersberg
4424,Arboldswil
4425,Titterten
4426,Lauwil
4431,Bennwil
4432,Lampenberg
4433,Ramlinsburg
4434,Hölstein
4435,Niederdorf
4436,Oberdorf BL
4437,Waldenburg
4438,Langenbruck
4441,Thürnen
4442,Diepflingen
4443,Wittinsburg
4444,Rümlingen
4445,Häfelfingen
4446,Buckten
4447,Känerkinden
4448,Läufelfingen
4450,Sissach
4451,Wintersingen
4452,Itingen
4453,Nusshof
4455,Zunzgen
4456,Tenniken
4457,Diegten
4458,Eptingen
4460,Gelterkinden
4461,Böckten
4465,Hemmiken
4469,Anwil
4462,Rickenbach BL
4463,Buus
4464,Maisprach
4466,Ormalingen
4467,Rothenfluh
4468,Kienberg
4492,Tecknau
4493,Wenslingen
4494,Oltingen
4495,Zeglingen
4496,Kilchberg BL
4497,Rünenberg
4500,Solothurn
4501,Solothurn
4502,Solothurn
4503,Solothurn
4515,Weissenstein
4525,Balm b. Günsberg
4523,Niederwil SO
4535,Hubersdorf
4539,Rumisberg
4557,Horriwil
4558,Hersiwil
4512,Bellach
4513,Langendorf
4514,Lommiswil
4522,Rüttenen
4524,Günsberg
4528,Zuchwil
4532,Feldbrunnen
4533,Riedholz
4534,Flumenthal
4536,Attiswil
4537,Wiedlisbach
4538,Oberbipp
4552,Derendingen
4553,Subingen
4554,Etziken
3375,Inkwil
4562,Biberist
4563,Gerlafingen
4564,Obergerlafingen
4565,Recherswil
4566,Kriegstetten
4581,Küttigkofen
4586,Kyburg-Buchegg
4582,Brügglen
4583,Mühledorf SO
4579,Gossliwil
4578,Bibern SO
4571,Lüterkofen-Ichert
4576,Tscheppach
4577,Hessigkofen
4585,Biezwil
4587,Aetingen
4588,Unterramsern
4574,Nennigkofen
4600,Olten
4601,Olten 1 Fächer
4603,Olten
4612,Wangen b. Olten
4613,Rickenbach SO
4614,Hägendorf
4616,Kappel SO
4617,Gunzgen
4618,Boningen
4622,Egerkingen
4623,Neuendorf
4624,Härkingen
4625,Oberbuchsiten
4626,Niederbuchsiten
4632,Trimbach
4652,Winznau
4653,Obergösgen
4654,Lostorf
4655,Stüsslingen
4656,Starrkirch-Wil
4657,Dulliken
4658,Däniken SO
5010,Däniken PZ
4663,Aarburg
4665,Oftringen
4615,Allerheiligenberg
4633,Hauenstein
4634,Wisen SO
4702,Oensingen
4703,Kestenholz
4704,Niederbipp
3380,Wangen an der Aare
3377,Walliswil b.Wangen
4543,Deitingen
4542,Luterbach
4710,Balsthal
4714,Aedermannsdorf
4715,Herbetswil
4719,Ramiswil
4712,Laupersdorf
4713,Matzendorf
4716,Welschenrohr
4717,Mümliswil
4718,Holderbank SO
4800,Zofingen
4801,Zofingen
4802,Strengelbach
4803,Vordemwald
4805,Brittnau
4806,Wikon
4812,Mühlethal
4813,Uerkheim
4814,Bottenwil
4852,Rothrist
4853,Murgenthal
4629,Fulenbach
4628,Wolfwil
4856,Glashütten
4900,Langenthal
4901,Langenthal
4902,Langenthal
4911,Schwarzhäusern
4912,Aarwangen
4913,Bannwil
4914,Roggwil BE
4915,St. Urban
4916,Untersteckholz
4917,Melchnau
4955,Gondiswil
4919,Reisiswil
4922,Bützberg
4923,Wynau
4924,Obersteckholz
4932,Lotzwil
4933,Rütschelen
4934,Madiswil
4935,Leimiswil
4936,Kleindietwil
4937,Ursenbach
4938,Rohrbach
4942,Walterswil BE
4943,Oeschenbach
4944,Auswil
4950,Huttwil
4952,Eriswil
4953,Schwarzenbach BE
4954,Wyssachen
5000,Aarau
5001,Aarau 1 Fächer
5004,Aarau
5012,Schönenwerd
5013,Niedergösgen
5014,Gretzenbach
5015,Erlinsbach SO
5017,Barmelweid
5022,Rombach
5023,Biberstein
5024,Küttigen
5025,Asp
5026,Densbüren
5027,Herznach
5028,Ueken
5032,Aarau Rohr
5033,Buchs AG
5034,Suhr
5035,Unterentfelden
5036,Oberentfelden
5037,Muhen
5040,Schöftland
5042,Hirschthal
5043,Holziken
5044,Schlossrued
5046,Schmiedrued
5053,Staffelbach
5054,Kirchleerau-Moosle
5056,Attelwil
5057,Reitnau
5102,Rupperswil
5103,Wildegg
5105,Auenstein
5106,Veltheim AG
5107,Schinznach Dorf
5108,Oberflachs
5112,Thalheim AG
5113,Holderbank AG
5116,Schinznach Bad
5245,Habsburg
5246,Scherz
5200,Brugg AG
5210,Windisch
5201,Brugg AG
5212,Hausen AG
5213,Villnachern
5222,Umiken
5223,Riniken
5233,Stilli
5234,Villigen
5235,Rüfenach AG
5236,Remigen
5237,Mönthal
5242,Birr-Lupfig
5243,Mülligen
5244,Birrhard
5078,Effingen
5076,Bözen
5077,Elfingen
5079,Zeihen
5075,Hornussen
5070,Frick
5072,Oeschgen
5073,Gipf-Oberfrick
5064,Wittnau
5063,Wölflinswil
5062,Oberhof
5074,Eiken
5300,Turgi
5301,Siggenthal Station
5303,Würenlingen
5304,Endingen
5305,Unterendingen
5306,Tegerfelden
5312,Döttingen
5313,Klingnau
5314,Kleindöttingen
5315,Böttstein
5316,Leuggern
5317,Hettenschwil
5318,Mandach
5322,Koblenz
5400,Baden
5408,Ennetbaden
5401,Baden
5402,Baden
5404,Baden
5405,Baden
5406,Baden
5412,Gebenstorf
5413,Birmenstorf AG
5415,Nussbaumen AG
5416,Kirchdorf AG
5417,Untersiggenthal
5420,Ehrendingen
5423,Freienwil
5425,Schneisingen
5426,Lengnau AG
5430,Wettingen
5431,Wettingen Sonderd
5432,Neuenhof
5442,Fislisbach
5443,Niederrohrdorf
5444,Künten
5445,Eggenwil
5452,Oberrohrdorf
5453,Remetschwil
5454,Bellikon
5502,Hunzenschwil
5503,Schafisheim
5504,Othmarsingen
5505,Brunegg
5506,Mägenwil
5507,Mellingen
5512,Wohlenschwil
5522,Tägerig
5524,Nesselnbach
5525,Fischbach-Göslikon
5600,Lenzburg
5603,Staufen
5604,Hendschiken
5605,Dottikon
5606,Dintikon
5607,Hägglingen
5608,Stetten AG
5610,Wohlen AG
5611,Anglikon
5619,Büttikon AG
5612,Villmergen
5613,Hilfikon
5614,Sarmenstorf
5615,Fahrwangen
5616,Meisterschwanden
5617,Tennwil
5618,Bettwil
5620,Bremgarten AG
5621,Zufikon
5622,Waltenschwil
5623,Boswil
5624,Bünzen
5625,Kallern
5626,Hermetschwil-Staff
5627,Besenbüren
5628,Aristau
5630,Muri AG
5632,Buttwil
5634,Merenschwand
5636,Benzenschwil
5637,Beinwil (Freiamt)
5642,Mühlau
5643,Sins
5644,Auw
5645,Aettenschwil
5646,Abtwil AG
5647,Oberrüti
5702,Niederlenz
5703,Seon
5704,Egliswil
5705,Hallwil
5706,Boniswil
5707,Seengen
5708,Birrwil
5712,Beinwil am See
5722,Gränichen
5723,Teufenthal AG
5724,Dürrenäsch
5725,Leutwil
5726,Unterkulm
5727,Oberkulm
5728,Gontenschwil
5732,Zetzwil
5733,Leimbach AG
5734,Reinach AG
5735,Pfeffikon LU
5736,Burg AG
5737,Menziken
5742,Kölliken
5745,Safenwil
5746,Walterswil SO
6000,Luzern
6002,Luzern
6003,Luzern
6004,Luzern
6005,Luzern
6006,Luzern
6010,Kriens
6012,Obernau
6013,Eigenthal
6014,Luzern
6015,Luzern
6016,Hellbühl
6017,Ruswil
6019,Sigigen
6018,Buttisholz
6020,Emmenbrücke
6022,Grosswangen
6023,Rothenburg
6024,Hildisrieden
6025,Neudorf
6026,Rain
6027,Römerswil LU
6028,Herlisberg
6030,Ebikon
6032,Emmen
6033,Buchrain
6034,Inwil
6035,Perlen
6036,Dierikon
6037,Root
6038,Gisikon
6042,Dietwil
6043,Adligenswil
6044,Udligenswil
6045,Meggen
6047,Kastanienbaum
6048,Horw
6052,Hergiswil NW
6053,Alpnachstad
6055,Alpnach Dorf
6056,Kägiswil
6060,Sarnen
6068,Melchsee-Frutt
6062,Wilen (Sarnen)
6063,Stalden (Sarnen)
6064,Kerns
6066,St. Niklausen OW
6067,Melchtal
6072,Sachseln
6073,Flüeli-Ranft
6074,Giswil
6078,Bürglen OW
6083,Hasliberg Hohfluh
6084,Hasliberg Wasserw
6085,Hasliberg Goldern
6086,Hasliberg Reuti
6102,Malters
6103,Schwarzenberg LU
6105,Schachen LU
6106,Werthenstein
6110,Wolhusen
6114,Steinhuserberg
6112,Doppleschwand
6113,Romoos
6122,Menznau
6123,Geiss
6125,Menzberg
6126,Daiwil
6130,Willisau
6132,Rohrmatt
6133,Hergiswil LU
6142,Gettnau
6143,Ohmstal
6144,Zell LU
6145,Fischbach LU
6146,Grossdietwil
6147,Altbüron
6152,Hüswil
6153,Ufhusen
6154,Hofstatt
6156,Luthern
6160,Entlebuch
6162,Entlebuch
6163,Ebnet
6166,Hasle LU
6167,Bramboden
6170,Schüpfheim
6173,Flühli LU
6174,Sörenberg
6182,Escholzmatt
6192,Wiggen
6196,Marbach LU
6197,Schangnau
6203,Sempach Station
6204,Sempach
6205,Eich
6206,Neuenkirch
6207,Nottwil
6208,Oberkirch LU
6210,Sursee
6211,Buchs LU
6212,St. Erhard
6213,Knutwil
6214,Schenkon
6215,Beromünster
6216,Mauensee
6217,Kottwil
6218,Ettiswil
6221,Rickenbach LU
6222,Gunzwil
6231,Schlierbach
6232,Geuensee
6233,Büron
6234,Triengen
6236,Wilihof
6235,Winikon
6242,Wauwil
6243,Egolzwil
6244,Nebikon
6245,Ebersecken
6246,Altishofen
6247,Schötz
6248,Alberswil
6252,Dagmersellen
6253,Uffikon
6260,Reiden
6262,Langnau b. Reiden
6263,Richenthal
6264,Pfaffnau
6265,Roggliswil
6274,Eschenbach LU
6275,Ballwil
6276,Hohenrain
6277,Kleinwangen
6280,Hochdorf
6283,Baldegg
6284,Gelfingen
6285,Hitzkirch
6289,Müswangen
6286,Altwis
6287,Aesch LU
6288,Schongau
6294,Ermensee
6295,Mosen
6300,Zug
6330,Cham 2
6301,Zug
6310,Zug
6313,Edlibach
6319,Allenwinden
6315,Morgarten
6312,Steinhausen
6314,Unterägeri
6317,Oberwil b. Zug
6318,Walchwil
6331,Hünenberg
6332,Hagendorn
6340,Baar
6343,Rotkreuz
6344,Meierskappel
6345,Neuheim
6353,Weggis
6354,Vitznau
6356,Rigi Kaltbad
6362,Stansstad
6363,Obbürgen
6365,Kehrsiten
6370,Stans
6372,Ennetmoos
6373,Ennetbürgen
6374,Buochs
6375,Beckenried
6376,Emmetten
6377,Seelisberg
6382,Büren NW
6383,Dallenwil
6386,Wolfenschiessen
6387,Oberrickenbach
6388,Grafenort
6390,Engelberg
6402,Merlischachen
6403,Küssnacht am Rigi
6404,Greppen
6405,Immensee
6410,Goldau
6414,Oberarth
6415,Arth
6416,Steinerberg
6417,Sattel
6418,Rothenthurm
6422,Steinen
6423,Seewen SZ
6424,Lauerz
6430,Schwyz
6436,Ried (Muotathal)
6432,Rickenbach SZ
6433,Stoos SZ
6434,Illgau
6438,Ibach
6440,Brunnen
6441,Rütli
6442,Gersau
6443,Morschach
6452,Sisikon
6454,Flüelen
6460,Altdorf UR
6461,Isenthal
6462,Seedorf UR
6463,Bürglen UR
6464,Spiringen
6465,Unterschächen
6466,Bauen
6467,Schattdorf
6469,Haldi b.Schattdorf
6468,Attinghausen
6472,Erstfeld
6473,Silenen
6474,Amsteg
6475,Bristen
6476,Intschi
6482,Gurtnellen
6484,Wassen UR
6485,Meien
6487,Göschenen
6490,Andermatt
6491,Realp
6493,Hospental
6500,Bellinzona
6501,Bellinzona
6503,Bellinzona
6506,Bellinzona 6 Autop
6512,Giubiasco
6513,Monte Carasso
6514,Sementina
6515,Gudo
6516,Cugnasco
6517,Arbedo
6518,Gorduno
6525,Gnosca
6526,Prosito
6527,Lodrino
6528,Camorino
6532,Castione
6533,Lumino
6534,S. Vittore
6535,Roveredo GR
6537,Grono
6523,Preonzo
6524,Moleno
6582,Pianezzo
6583,S. Antonio
6584,Carena
6549,Laura
6540,Castaneda
6541,Sta. Maria
6538,Verdabbio
6542,Buseno
6543,Arvigo
6544,Braggio
6545,Selma
6546,Cauco
6547,Augio
6548,Rossa
6556,Leggia
6565,S. Bernardino
6557,Cama
6558,Lostallo
6562,Soazza
6563,Mesocco
6572,Quartino
6573,Magadino
6574,Vira (Gambarogno)
6575,S. Nazzaro
6576,Gerra (Gambarogno)
6577,Ranzo
6578,Caviano
6579,Piazzogna
6571,Indemini
6592,S. Antonino
6593,Cadenazzo
6594,Contone
6595,Riazzino
6596,Gordola
6597,Agarone
6598,Tenero
6599,Robasacco
6600,Locarno
6601,Locarno
6604,Locarno
6605,Locarno
6656,Golino
6618,Arcegno
6646,Contra
6647,Mergoscia
6661,Auressio
6611,Mosogno
6662,Russo
6664,Vergeletto
6663,Comologno
6632,Vogorno
6631,Corippo
6633,Lavertezzo
6634,Brione (Verzasca)
6635,Gerra (Verzasca)
6636,Frasco
6637,Sonogno
6612,Ascona
6613,Porto Ronco
6614,Brissago
6616,Losone
6622,Ronco sopra Ascona
6644,Orselina
6645,Brione s. Minusio
6648,Minusio
6655,Verdasio
6657,Palagnedra
6658,Borgnone
6659,Camedo
6652,Tegna
6653,Verscio
6654,Cavigliano
6670,Avegno
6677,Moghegno
6678,Coglio
6674,Riveo
6682,Linescio
6683,Cerentino
6685,Bosco/Gurin
6684,Campo (VM)
6690,Cavergno
6692,Brontallo
6693,Broglio
6694,Prato-Sornico
6695,Peccia
6696,Fusio
6672,Gordevio
6673,Maggia
6675,Cevio
6676,Bignasco
6702,Claro
6703,Osogna
6705,Cresciano
6707,Iragna
6710,Biasca
6721,Ludiano
6722,Corzoneso
6716,Leontica
6723,Prugiasco
6724,Ponto Valentino
6719,Aquila
6720,Campo (Blenio)
6713,Malvaglia
6714,Semione
6715,Dongio
6717,Dangio
6718,Olivone
6742,Pollegio
6743,Bodio TI
6745,Giornico
6746,Lavorgo
6747,Chironico
6760,Faido
6772,Rodi-Fiesso
6775,Ambrì
6776,Piotta
6777,Quinto
6780,Airolo
6781,Villa Bedretto
6744,Personico
6748,Anzonico
6749,Sobrio
6763,Mairengo
6764,Chiggiogna
6773,Prato (Leventina)
6774,Dalpe
6802,Rivera
6804,Bironico
6803,Camignolo
6807,Taverne
6808,Torricella
6814,Lamone-Cadempino
6815,Melide
6816,Bissone
6817,Maroggia
6818,Melano
6822,Arogno
6825,Capolago
6826,Riva San Vitale
6828,Balerna
6830,Chiasso
6839,Sagno
6837,Caneggio
6838,Cabbio
6832,Pedrinate
6833,Vacallo
6834,Morbio Inferiore
6836,Serfontana
6835,Morbio Superiore
6809,Medeglia
6810,Isone
6805,Mezzovico
6806,Sigirino
6821,Rovio
6823,Pugerna
6850,Mendrisio
6875,Monte
6873,Corteglia
6852,Genestrerio
6853,Ligornetto
6854,S. Pietro
6855,Stabio
6862,Rancate
6863,Besazio
6864,Arzo
6865,Tremona
6866,Meride
6867,Serpiano
6872,Salorino
6874,Castel San Pietro
6877,Coldrerio
6883,Novazzano
6900,Lugano
6901,Lugano
6902,Lugano 2 Caselle
6903,Lugano
6904,Lugano 4 Caselle
6905,Lugano 5 Autoposta
6906,Lugano 6 Caselle
6913,Carabbia
6915,Pambio-Noranco
6916,Grancia
6917,Barbengo
6919,Carabietta
6921,Vico Morcote
6928,Manno
6929,Gravesano
6930,Bedano
6939,Arosio
6938,Vezio
6937,Breno
6949,Comano
6979,Brè sopra Lugano
6827,Brusino Arsizio
6912,Pazzallo
6914,Carona
6918,Figino
6922,Morcote
6924,Sorengo
6925,Gentilino
6926,Montagnola
6927,Agra
6932,Breganzona
6933,Muzzano
6934,Bioggio
6935,Bosco Luganese
6936,Cademario
6942,Savosa
6943,Vezia
6948,Porza
6950,Tesserete
6944,Cureglia
6945,Origlio
6946,Ponte Capriasca
6947,Vaglio
6954,Sala Capriasca
6953,Lugaggia
6951,Insone
6956,Lopagno
6957,Roveredo TI
6958,Bidogno
6955,Cagiallo
6959,Cimadera
6952,Canobbio
6962,Viganello
6963,Pregassona
6964,Davesco-Soragno
6965,Cadro
6966,Villa Luganese
6967,Dino
6968,Sonvico
6974,Aldesago
6976,Castagnola
6977,Ruvigliana
6978,Gandria
6990,Cassina d'Agno
6991,Neggio
6992,Vernate
6993,Iseo
6994,Aranno
6981,Bedigliora
6980,Castelrotto
6999,Astano
6986,Miglieglia
6989,Purasca
6995,Molinazzo
6996,Ponte Cremenaga
6997,Sessa
6998,Termine
6982,Agno
6983,Magliaso
6984,Pura
6987,Caslano
6988,Ponte Tresa
7000,Chur
7001,Chur
7002,Chur
7004,Chur
7006,Chur
7007,Chur
7012,Felsberg
7013,Domat/Ems
7015,Tamins
7017,Flims Dorf
7018,Flims Waldhaus
7023,Haldenstein
7026,Maladers
7031,Laax GR
7032,Laax GR 2
7050,Arosa
7062,Passugg
7063,Praden
7064,Tschiertschen
7074,Malix
7075,Churwalden
7076,Parpan
7077,Valbella
7078,Lenzerheide/Lai
7082,Vaz/Obervaz
7083,Lantsch/Lenz
7084,Brienz/Brinzauls
7014,Trin
